,총수주액[백만원],공공부문[백만원],중앙정부[백만원],지방자치단체[백만원],공기업[백만원],기타공공단체[백만원],민간부문[백만원],제조업[백만원],비제조업[백만원],국내외국기관[백만원],민자[백만원],건축[백만원],주택[백만원],사무실 및 점포[백만원],공장 및 창고[백만원],관공서[백만원],기타[백만원],토목[백만원],치산 및 치수[백만원],농림 및 수산[백만원],도로 및 교량[백만원],항만 및 공항[백만원],철도 및 궤도[백만원],상하수도[백만원],발전 및 송전[백만원],토지조성[백만원],댐[백만원],기계설치[백만원],기타[백만원],조경공사[백만원]
1998-09-01,2478184.0,1513528.0,369404.0,333708.0,404217.0,406199.0,786402.0,98103.0,688299.0,1757.0,176497.0,1144870.0,610572.0,212512.0,12411.0,119425.0,189950.0,1333314.0,1239.0,21559.0,731975.0,9914.0,198748.0,66638.0,35285.0,133543.0,0.0,77111.0,57302.0,
1998-10-01,2748316.0,2040122.0,302008.0,410078.0,1099929.0,228107.0,675270.0,75967.0,599303.0,5070.0,27854.0,916059.0,471999.0,132713.0,13114.0,86419.0,211814.0,1832257.0,9778.0,29104.0,1262745.0,127625.0,64517.0,16986.0,43590.0,201050.0,11844.0,63526.0,1492.0,
1998-11-01,3095341.0,1646556.0,279897.0,520929.0,638558.0,207172.0,1110318.0,34615.0,1075703.0,897.0,337570.0,2179258.0,1338191.0,391395.0,21835.0,223952.0,203885.0,916083.0,1892.0,63165.0,291991.0,19880.0,79757.0,101879.0,191607.0,120576.0,0.0,36605.0,8731.0,
1998-12-01,4615872.0,3058447.0,679527.0,898404.0,1049348.0,431168.0,1423536.0,89014.0,1334522.0,1747.0,132142.0,2032161.0,1293576.0,171418.0,17073.0,193799.0,356295.0,2583711.0,27551.0,138442.0,1284207.0,97737.0,357726.0,193597.0,223556.0,132205.0,26867.0,87996.0,13827.0,
1999-01-01,1672485.0,829082.0,296864.0,323941.0,154522.0,53755.0,832123.0,33899.0,798224.0,1173.0,10107.0,812226.0,565263.0,116548.0,7299.0,89736.0,33380.0,860259.0,15606.0,14856.0,401047.0,23272.0,93891.0,91294.0,51374.0,59999.0,0.0,98966.0,9954.0,
1999-02-01,1760886.0,878436.0,341883.0,275124.0,100062.0,161367.0,882450.0,130176.0,752274.0,0.0,0.0,959130.0,578225.0,99957.0,32009.0,137164.0,111775.0,801756.0,19621.0,56910.0,364065.0,151575.0,6964.0,37116.0,40343.0,23457.0,13679.0,68686.0,19340.0,
1999-03-01,2300635.0,794847.0,85332.0,362551.0,230786.0,116178.0,1355626.0,156894.0,1198732.0,1716.0,148446.0,1381868.0,929543.0,196537.0,85012.0,95203.0,75573.0,918767.0,6670.0,64321.0,362035.0,16495.0,21442.0,214643.0,71090.0,71122.0,0.0,55468.0,35481.0,
1999-04-01,3390844.0,1426401.0,720331.0,425025.0,243831.0,37214.0,1742449.0,62112.0,1680337.0,0.0,221994.0,2015581.0,1528250.0,151018.0,36956.0,57905.0,241452.0,1375263.0,11250.0,8526.0,981407.0,23987.0,134109.0,59794.0,54736.0,48783.0,0.0,29610.0,23061.0,
1999-05-01,3217019.0,1455234.0,775939.0,296944.0,209559.0,172792.0,1703505.0,241359.0,1462146.0,52680.0,5600.0,1758338.0,1331999.0,224273.0,37544.0,59503.0,105019.0,1458681.0,2488.0,21041.0,720617.0,45188.0,205478.0,82818.0,62676.0,105710.0,2809.0,198930.0,10926.0,
1999-06-01,3745332.0,953566.0,167877.0,374891.0,388499.0,22299.0,2719770.0,303786.0,2415984.0,26388.0,45608.0,2702430.0,2234790.0,127235.0,148309.0,146838.0,45258.0,1042902.0,6319.0,5211.0,328911.0,31764.0,12756.0,184858.0,37125.0,109555.0,7063.0,301844.0,17496.0,
1999-07-01,2267193.0,878511.0,129785.0,178035.0,444558.0,126133.0,1291858.0,142460.0,1149398.0,9136.0,87688.0,1414065.0,949820.0,177552.0,125596.0,78331.0,82766.0,853128.0,6661.0,10076.0,427322.0,74352.0,11760.0,50729.0,14032.0,38782.0,0.0,211324.0,8090.0,
1999-08-01,2219876.0,889254.0,81138.0,304804.0,252688.0,250624.0,1314647.0,93564.0,1221083.0,7097.0,8878.0,1510176.0,1185600.0,90440.0,19350.0,61463.0,153323.0,709700.0,11145.0,230.0,158936.0,30736.0,217076.0,82490.0,49600.0,41357.0,2913.0,80065.0,35152.0,
1999-09-01,3382450.0,1013775.0,243652.0,199619.0,491659.0,78845.0,2114784.0,116957.0,1997827.0,10500.0,243391.0,2534479.0,2206600.0,85479.0,78148.0,128811.0,35441.0,847971.0,3883.0,18681.0,195796.0,265312.0,66337.0,113061.0,22317.0,64394.0,216.0,52980.0,44994.0,
1999-10-01,3678941.0,1022820.0,100339.0,278242.0,582252.0,61987.0,2617374.0,139681.0,2477693.0,10000.0,28747.0,2748496.0,2223706.0,108975.0,82150.0,136002.0,197663.0,930445.0,2648.0,8492.0,186544.0,31661.0,15268.0,201118.0,34775.0,46546.0,0.0,395649.0,7744.0,
1999-11-01,3635651.0,1463805.0,745037.0,224075.0,447768.0,46925.0,2183546.0,190029.0,1993517.0,0.0,-11700.0,2467946.0,2050236.0,156917.0,24007.0,112833.0,123953.0,1167705.0,7561.0,17518.0,216363.0,192327.0,345417.0,169092.0,43375.0,32484.0,561.0,142583.0,424.0,
1999-12-01,5027862.0,2781889.0,1513892.0,722321.0,407499.0,138177.0,2184966.0,281867.0,1903099.0,8910.0,52097.0,2292856.0,1653178.0,165598.0,71255.0,164196.0,238629.0,2735006.0,10430.0,41934.0,723999.0,299911.0,872233.0,176998.0,150071.0,98692.0,29928.0,316008.0,14802.0,
2000-01-01,3369423.0,917503.0,410611.0,294151.0,185123.0,27618.0,2412596.0,121017.0,2291579.0,0.0,39324.0,2419860.0,1856963.0,446251.0,41602.0,65741.0,9303.0,949563.0,440.0,26571.0,360175.0,16405.0,205740.0,121535.0,36393.0,133551.0,0.0,46623.0,2130.0,
2000-02-01,2846548.0,816277.0,260882.0,153382.0,348053.0,53960.0,1804457.0,155616.0,1648841.0,329.0,225485.0,1731924.0,1533032.0,88033.0,38427.0,60521.0,11911.0,1114624.0,26123.0,50755.0,695667.0,60017.0,13436.0,43041.0,33688.0,70119.0,0.0,120814.0,964.0,
2000-03-01,3581921.0,1174393.0,186604.0,267925.0,673286.0,46578.0,2352084.0,151175.0,2200909.0,14100.0,41344.0,2430273.0,2092831.0,132288.0,78010.0,79086.0,48058.0,1151648.0,23111.0,21829.0,416414.0,58833.0,135283.0,72144.0,195225.0,133006.0,0.0,69728.0,26075.0,
2000-04-01,3240403.0,989778.0,378171.0,194498.0,337546.0,79563.0,2247499.0,150757.0,2096742.0,104.0,3022.0,2301982.0,1670320.0,334206.0,82476.0,161397.0,53583.0,938421.0,165592.0,7914.0,92527.0,26462.0,302948.0,42035.0,34417.0,157987.0,0.0,69315.0,39224.0,
2000-05-01,3821868.0,748068.0,304171.0,210674.0,200223.0,33000.0,3064291.0,345295.0,2718996.0,0.0,9509.0,3147166.0,2363738.0,419559.0,179059.0,85803.0,99007.0,674702.0,20160.0,5469.0,154403.0,224879.0,24861.0,32469.0,19741.0,57720.0,0.0,92405.0,42595.0,
2000-06-01,4941056.0,1414990.0,473639.0,464912.0,413835.0,62604.0,3526051.0,440013.0,3086038.0,0.0,15.0,3321921.0,2846392.0,157003.0,57201.0,88577.0,172748.0,1619135.0,7517.0,1197.0,749818.0,22882.0,13789.0,152943.0,133578.0,68873.0,0.0,363660.0,104878.0,
2000-07-01,2555388.0,487708.0,42915.0,152268.0,234901.0,57624.0,1764276.0,195399.0,1568877.0,7329.0,296075.0,1785975.0,1376435.0,119032.0,71065.0,184776.0,34667.0,769413.0,1539.0,9812.0,393598.0,13920.0,4525.0,39973.0,79264.0,167842.0,0.0,56508.0,2432.0,
2000-08-01,3175197.0,740507.0,87716.0,242527.0,174850.0,235414.0,2205130.0,254280.0,1950850.0,7322.0,222238.0,2143988.0,1706095.0,198636.0,65511.0,100913.0,72833.0,1031209.0,6947.0,980.0,361894.0,30480.0,5810.0,127781.0,29238.0,284822.0,0.0,175071.0,8186.0,
2000-09-01,2761156.0,945778.0,113844.0,363526.0,362598.0,105810.0,915022.0,119886.0,795136.0,48409.0,851947.0,1190877.0,735801.0,144541.0,49840.0,74702.0,185993.0,1570279.0,5658.0,3630.0,997684.0,9928.0,67280.0,146150.0,142743.0,130048.0,0.0,49489.0,17669.0,
2000-10-01,3059042.0,1019360.0,220790.0,191500.0,478116.0,128954.0,1870451.0,171291.0,1699160.0,13863.0,155368.0,2194400.0,1483702.0,201116.0,59276.0,127288.0,323018.0,864642.0,6418.0,93911.0,490072.0,36560.0,7447.0,64189.0,16876.0,69280.0,1933.0,69583.0,8373.0,
2000-11-01,3364426.0,1018332.0,354390.0,231415.0,385807.0,46720.0,2346053.0,354782.0,1991271.0,0.0,41.0,2384405.0,1437356.0,531847.0,79111.0,130927.0,205164.0,980021.0,17342.0,55122.0,249928.0,213721.0,2707.0,121305.0,24268.0,64853.0,0.0,227714.0,3061.0,
2000-12-01,5061106.0,2849856.0,1322463.0,811058.0,536577.0,179758.0,1411127.0,400015.0,1011112.0,0.0,800123.0,2323775.0,964396.0,715972.0,236464.0,150890.0,256053.0,2737331.0,23177.0,47275.0,1834968.0,113460.0,313684.0,153339.0,21481.0,92074.0,496.0,130948.0,6429.0,
2001-01-01,2735591.0,490999.0,88292.0,210508.0,153925.0,38274.0,1927191.0,285129.0,1642062.0,12319.0,305082.0,1893120.0,1367904.0,278271.0,28670.0,177477.0,40798.0,842471.0,10748.0,4652.0,189067.0,228115.0,14974.0,157984.0,12165.0,56667.0,543.0,123189.0,44367.0,
2001-02-01,2749509.0,958033.0,441811.0,301138.0,185132.0,29952.0,1713356.0,198493.0,1514863.0,4253.0,73867.0,1876086.0,1211935.0,252835.0,158131.0,182543.0,70642.0,873423.0,14241.0,15049.0,599295.0,68230.0,22866.0,72367.0,3068.0,28154.0,0.0,36042.0,14111.0,
2001-03-01,2801038.0,844483.0,168114.0,240773.0,406604.0,28992.0,1947026.0,249056.0,1697970.0,6408.0,3121.0,1907097.0,1236233.0,306944.0,64778.0,234374.0,64768.0,893941.0,8718.0,97739.0,286932.0,40743.0,10717.0,27364.0,43019.0,176090.0,0.0,188405.0,14214.0,
2001-04-01,3522624.0,1099975.0,201989.0,434205.0,414677.0,49104.0,2060789.0,170007.0,1890782.0,0.0,361860.0,2136579.0,1520810.0,255797.0,66534.0,266121.0,27317.0,1386045.0,31180.0,25237.0,798556.0,99514.0,87970.0,50720.0,73369.0,126092.0,0.0,76200.0,17207.0,
2001-05-01,4652200.0,1791846.0,639891.0,806649.0,316520.0,28786.0,1780956.0,101360.0,1679596.0,0.0,1079398.0,2026388.0,1460981.0,290176.0,39659.0,183944.0,51628.0,2625812.0,30513.0,2553.0,489305.0,8594.0,1741050.0,150668.0,27335.0,87133.0,0.0,74240.0,14421.0,
2001-06-01,4729493.0,1485874.0,436111.0,621723.0,293193.0,134847.0,3198869.0,218658.0,2980211.0,43427.0,1323.0,3381604.0,2467515.0,362137.0,112984.0,187374.0,251594.0,1347889.0,15954.0,10831.0,615412.0,14831.0,197361.0,113956.0,27105.0,139113.0,2387.0,186317.0,24622.0,
2001-07-01,3093829.0,716999.0,75009.0,281624.0,337611.0,22755.0,2311659.0,286007.0,2025652.0,592.0,64579.0,2467870.0,1792221.0,385090.0,87807.0,129225.0,73527.0,625959.0,4799.0,0.0,123864.0,24317.0,70903.0,133421.0,25188.0,30685.0,0.0,161126.0,51656.0,
2001-08-01,2840706.0,921212.0,171959.0,311659.0,383695.0,53899.0,1800680.0,159008.0,1641672.0,9999.0,108815.0,1840306.0,1013416.0,437177.0,101378.0,235146.0,53189.0,1000400.0,16875.0,14464.0,202039.0,187222.0,64519.0,188088.0,22145.0,124668.0,0.0,93633.0,86747.0,
2001-09-01,4722876.0,1199326.0,245949.0,417656.0,480167.0,55554.0,3485838.0,402136.0,3083702.0,29201.0,8511.0,3753734.0,2954684.0,326461.0,82928.0,259631.0,130030.0,969142.0,5466.0,5662.0,124843.0,56148.0,37755.0,26359.0,30681.0,192003.0,0.0,462281.0,27944.0,
2001-10-01,4184921.0,1777398.0,470260.0,333203.0,849291.0,124644.0,2402742.0,234402.0,2168340.0,462.0,4319.0,2691494.0,1546155.0,747827.0,98695.0,187603.0,111214.0,1493427.0,14702.0,2301.0,710363.0,5014.0,214461.0,23904.0,43984.0,236930.0,929.0,233475.0,7364.0,
2001-11-01,6307869.0,2956450.0,222173.0,377329.0,2186648.0,170300.0,3237331.0,266163.0,2971168.0,5408.0,108680.0,3476707.0,2681339.0,503788.0,35034.0,155856.0,100690.0,2831162.0,13177.0,59973.0,2106206.0,61916.0,157145.0,138249.0,18472.0,28378.0,28299.0,212923.0,6424.0,
2001-12-01,8654264.0,5371625.0,528949.0,1629192.0,2952683.0,260801.0,2810892.0,141612.0,2669280.0,0.0,471747.0,3557934.0,2300306.0,466199.0,133393.0,509092.0,148944.0,5096330.0,22411.0,123597.0,3463714.0,474583.0,399294.0,161462.0,3107.0,131037.0,14213.0,257966.0,44946.0,
2002-01-01,4240919.0,870802.0,457695.0,169414.0,151078.0,92615.0,3353663.0,267193.0,3086470.0,5804.0,10650.0,3389793.0,2559139.0,533139.0,63407.0,180827.0,53281.0,851126.0,22593.0,752.0,407517.0,66591.0,30984.0,54585.0,19571.0,18247.0,1117.0,106639.0,122530.0,
2002-02-01,4105171.0,1022031.0,273213.0,555861.0,96245.0,96712.0,3081713.0,295302.0,2786411.0,0.0,1427.0,2965243.0,1884096.0,687521.0,170867.0,162624.0,60135.0,1139928.0,57382.0,14574.0,426329.0,52645.0,242457.0,46172.0,24029.0,92470.0,3331.0,138267.0,42272.0,
2002-03-01,7651618.0,1511310.0,560740.0,683002.0,235589.0,31979.0,5923206.0,278402.0,5644804.0,47467.0,169635.0,6196649.0,4522259.0,1233282.0,156693.0,187812.0,96603.0,1454969.0,26492.0,72596.0,408645.0,104276.0,521111.0,46370.0,19267.0,64995.0,-633.0,144236.0,47614.0,
2002-04-01,5352104.0,876440.0,162686.0,454897.0,144644.0,114213.0,4434307.0,286894.0,4147413.0,5420.0,35937.0,4361252.0,2885134.0,884516.0,234944.0,286555.0,70103.0,990852.0,27048.0,7273.0,314193.0,45988.0,22351.0,70023.0,181596.0,158655.0,0.0,100047.0,63678.0,
2002-05-01,5560484.0,1668246.0,379128.0,700797.0,492619.0,95702.0,3808978.0,216364.0,3592614.0,31468.0,51792.0,4227274.0,2716903.0,806589.0,155164.0,482165.0,66453.0,1333210.0,74532.0,833.0,506536.0,97743.0,129973.0,61580.0,86907.0,199073.0,6792.0,93712.0,75529.0,
2002-06-01,5248805.0,1318032.0,179696.0,651305.0,333338.0,153693.0,3708732.0,454442.0,3254290.0,6475.0,215566.0,3695473.0,2633249.0,472935.0,228074.0,269005.0,92210.0,1553332.0,19865.0,4843.0,504009.0,110678.0,358213.0,176510.0,132420.0,64630.0,5227.0,161453.0,15484.0,
2002-07-01,3765846.0,1124581.0,132751.0,551844.0,367948.0,72038.0,2611516.0,285426.0,2326090.0,14558.0,15191.0,2884106.0,1657189.0,657054.0,238133.0,198824.0,132906.0,881740.0,20729.0,-140.0,266296.0,55515.0,144701.0,69704.0,63126.0,60690.0,3504.0,139535.0,58080.0,
2002-08-01,4940305.0,930647.0,267203.0,226337.0,233115.0,203992.0,3603510.0,285376.0,3318134.0,65727.0,340421.0,3544004.0,2016641.0,925974.0,123844.0,270458.0,207087.0,1396301.0,22890.0,4868.0,343988.0,182920.0,134197.0,175373.0,68648.0,107403.0,0.0,223230.0,132784.0,
2002-09-01,4038493.0,1009217.0,143194.0,197951.0,542182.0,125890.0,3008354.0,293309.0,2715045.0,14054.0,6868.0,3211362.0,2035147.0,828689.0,141958.0,152504.0,53064.0,827131.0,17750.0,118745.0,163076.0,7990.0,137216.0,47808.0,76569.0,52085.0,127235.0,54227.0,24430.0,
2002-10-01,5313471.0,2193464.0,1004233.0,651230.0,310786.0,227215.0,3091429.0,508584.0,2582845.0,131.0,28447.0,2877575.0,2037578.0,412849.0,222585.0,170112.0,34451.0,2435896.0,11727.0,30737.0,965787.0,271502.0,499597.0,70083.0,126649.0,72338.0,0.0,321498.0,65978.0,
2002-11-01,7344348.0,2033916.0,825112.0,524553.0,452765.0,231486.0,4148451.0,234734.0,3913717.0,23927.0,1138054.0,4333075.0,2789825.0,822722.0,167507.0,436985.0,116036.0,3011273.0,29894.0,18740.0,2127283.0,128927.0,340270.0,75970.0,107604.0,111678.0,272.0,42766.0,27869.0,
2002-12-01,10272095.0,4836148.0,1715515.0,1218077.0,1575765.0,326791.0,4881089.0,512260.0,4368829.0,22680.0,532178.0,4937124.0,3267748.0,589265.0,291933.0,406056.0,382122.0,5334971.0,97090.0,74466.0,2712980.0,314163.0,824454.0,153012.0,397749.0,337762.0,2718.0,366790.0,53787.0,
2003-01-01,4887305.0,848609.0,270498.0,241771.0,188136.0,148204.0,4026671.0,260952.0,3765719.0,6077.0,5948.0,3816507.0,2888256.0,645799.0,101222.0,158287.0,22943.0,1070798.0,29365.0,60144.0,375175.0,57626.0,79485.0,56659.0,81246.0,80482.0,2639.0,110346.0,137631.0,
2003-02-01,5809922.0,1115241.0,226562.0,446396.0,113459.0,328824.0,4382501.0,229480.0,4153021.0,1789.0,310391.0,4505820.0,3368645.0,727484.0,131086.0,234808.0,43797.0,1304102.0,16275.0,39105.0,280928.0,63891.0,550535.0,99796.0,41547.0,103376.0,5427.0,91454.0,11768.0,
2003-03-01,5284045.0,855327.0,140462.0,326392.0,257313.0,131160.0,4367465.0,537552.0,3829913.0,568.0,60685.0,4359995.0,2974274.0,609385.0,397046.0,161494.0,217796.0,924050.0,26807.0,12125.0,151208.0,71082.0,22679.0,132371.0,189796.0,76502.0,0.0,168249.0,73231.0,
2003-04-01,5541475.0,1191449.0,186188.0,442779.0,398375.0,164107.0,4280877.0,267468.0,4013409.0,21572.0,47577.0,4357704.0,3193880.0,572178.0,264448.0,180187.0,147011.0,1183771.0,37635.0,16366.0,331497.0,150688.0,71716.0,75198.0,27974.0,365065.0,0.0,67756.0,39876.0,
2003-05-01,6936933.0,1690664.0,643244.0,372717.0,475862.0,198841.0,5208623.0,239934.0,4968689.0,21.0,37625.0,5535621.0,4208863.0,800165.0,223184.0,276569.0,26840.0,1401312.0,124038.0,4975.0,441610.0,158370.0,103603.0,64851.0,113544.0,298006.0,0.0,31162.0,61153.0,
2003-06-01,11123511.0,1989410.0,417365.0,761259.0,591964.0,218822.0,7974972.0,266335.0,7708637.0,5077.0,1154052.0,7013678.0,6085786.0,579760.0,122233.0,110368.0,115531.0,4109833.0,121938.0,34081.0,1797053.0,281669.0,114995.0,156911.0,1141981.0,216297.0,4430.0,163273.0,77205.0,
2003-07-01,6159598.0,1008947.0,171815.0,257895.0,341895.0,237342.0,5073285.0,482086.0,4591199.0,1083.0,76283.0,4912050.0,3923935.0,495475.0,277056.0,162673.0,52911.0,1247548.0,44610.0,2049.0,122273.0,261679.0,56745.0,126796.0,317719.0,97686.0,0.0,165854.0,52137.0,
2003-08-01,6786007.0,1198453.0,309536.0,402176.0,431030.0,55711.0,5510127.0,628139.0,4881988.0,20746.0,56681.0,5160971.0,3958143.0,424983.0,488411.0,226637.0,62797.0,1625036.0,55051.0,12924.0,381943.0,189241.0,126429.0,82723.0,261195.0,215024.0,0.0,121777.0,178729.0,
2003-09-01,5456075.0,1687668.0,865657.0,283265.0,433412.0,105334.0,3629468.0,510411.0,3119057.0,47099.0,91840.0,4004396.0,2664264.0,502888.0,518907.0,225788.0,92549.0,1451679.0,16068.0,18777.0,899127.0,40373.0,133913.0,62243.0,143184.0,58684.0,17365.0,42598.0,19347.0,
2003-10-01,6164041.0,2108396.0,723090.0,575490.0,531033.0,278783.0,3902389.0,607993.0,3294396.0,22434.0,130822.0,4442105.0,2739470.0,720048.0,546202.0,208876.0,227509.0,1721936.0,10934.0,32212.0,847485.0,175509.0,147385.0,189151.0,25607.0,142868.0,66989.0,63112.0,20684.0,
2003-11-01,5893580.0,1672033.0,416346.0,413857.0,456430.0,385400.0,3995987.0,318315.0,3677672.0,2741.0,222819.0,4422672.0,2895873.0,887629.0,159655.0,408001.0,71514.0,1470908.0,16940.0,60278.0,311660.0,130915.0,583572.0,210797.0,48389.0,41297.0,0.0,32933.0,34127.0,
2003-12-01,10854781.0,4204820.0,1667281.0,1326374.0,950462.0,260703.0,5918867.0,317430.0,5601437.0,12254.0,718840.0,5593528.0,3766698.0,878996.0,218075.0,468944.0,260815.0,5261253.0,162782.0,144403.0,1737884.0,406992.0,1282124.0,324070.0,738040.0,152479.0,25988.0,134804.0,151687.0,
2004-01-01,4954697.0,1326747.0,541306.0,402419.0,199563.0,183459.0,3536120.0,579298.0,2956822.0,0.0,91830.0,3468029.0,2372174.0,386558.0,600464.0,48605.0,60228.0,1486668.0,5701.0,54358.0,780740.0,48478.0,120735.0,82819.0,44057.0,55252.0,6421.0,171652.0,116455.0,
2004-02-01,4682123.0,1461994.0,564206.0,379979.0,427544.0,90265.0,3209578.0,929930.0,2279648.0,-2344.0,12895.0,3434083.0,1712603.0,361706.0,1171895.0,130044.0,57835.0,1248040.0,17211.0,28105.0,572040.0,88109.0,232902.0,98052.0,37462.0,41500.0,534.0,60995.0,71130.0,
2004-03-01,5395695.0,889053.0,250677.0,330472.0,275987.0,31917.0,4291993.0,900447.0,3391546.0,123.0,214526.0,4002527.0,2293751.0,632755.0,718741.0,288410.0,68870.0,1393168.0,26275.0,4718.0,400519.0,81191.0,135474.0,110003.0,382010.0,86689.0,0.0,145413.0,20876.0,
2004-04-01,5179449.0,1286303.0,334928.0,390442.0,319666.0,241267.0,3628550.0,394579.0,3233971.0,21936.0,242660.0,3682411.0,2510172.0,685790.0,126737.0,107229.0,252483.0,1497038.0,25771.0,6971.0,378639.0,74741.0,101908.0,116074.0,191099.0,296278.0,0.0,266392.0,39165.0,
2004-05-01,5731227.0,558582.0,150534.0,292408.0,56975.0,58665.0,4832771.0,585962.0,4246809.0,0.0,339874.0,4844069.0,3454107.0,646497.0,447409.0,252259.0,43797.0,887158.0,26331.0,0.0,289042.0,158939.0,47526.0,69376.0,47609.0,71474.0,4287.0,63012.0,109562.0,
2004-06-01,7319489.0,1622638.0,260911.0,381364.0,696943.0,283420.0,5342488.0,313831.0,5028657.0,1738.0,352625.0,5570528.0,4047969.0,1007831.0,216487.0,209984.0,88257.0,1748961.0,25117.0,3679.0,341891.0,326184.0,255731.0,150636.0,136463.0,244246.0,60479.0,176281.0,28254.0,
2004-07-01,6394655.0,1312118.0,201743.0,355518.0,685862.0,68995.0,4520720.0,1834543.0,2686177.0,1132.0,560685.0,4664344.0,2402415.0,148472.0,1705743.0,89309.0,318405.0,1730311.0,6647.0,785.0,244523.0,51135.0,324030.0,243405.0,139884.0,340887.0,59.0,367466.0,11490.0,
2004-08-01,4346400.0,917836.0,176680.0,271618.0,395456.0,74082.0,3370981.0,345238.0,3025743.0,4298.0,53285.0,3427720.0,2352480.0,581099.0,218176.0,143000.0,132965.0,918680.0,20767.0,6961.0,144242.0,94239.0,42212.0,102849.0,58199.0,215366.0,58398.0,160238.0,15209.0,
2004-09-01,4122203.0,1382412.0,524817.0,323648.0,369122.0,164825.0,2504820.0,234828.0,2269992.0,79352.0,155619.0,2548295.0,1753522.0,289433.0,159207.0,258188.0,87945.0,1573908.0,55284.0,4124.0,595859.0,140255.0,181057.0,74497.0,218218.0,180170.0,4246.0,85164.0,35034.0,
2004-10-01,8280683.0,3117560.0,1182857.0,450006.0,951200.0,533497.0,4816362.0,306944.0,4509418.0,12339.0,334422.0,5201711.0,3846260.0,584572.0,295615.0,264715.0,210549.0,3078972.0,147908.0,28577.0,1749972.0,47496.0,377864.0,130360.0,276983.0,168178.0,7473.0,132106.0,12055.0,
2004-11-01,6181456.0,2251512.0,988519.0,391347.0,632571.0,239075.0,3836267.0,516883.0,3319384.0,17472.0,76205.0,4221477.0,2957173.0,361389.0,254821.0,508746.0,139348.0,1959979.0,130531.0,82968.0,851215.0,98677.0,130019.0,114243.0,66781.0,154686.0,9533.0,280055.0,41271.0,
2004-12-01,15186312.0,6083471.0,1926695.0,1851867.0,1716309.0,588600.0,7619490.0,539896.0,7079594.0,32.0,1483319.0,7853566.0,5457986.0,985849.0,280770.0,722073.0,406888.0,7332746.0,397756.0,118448.0,2409700.0,825617.0,1969235.0,259494.0,211871.0,693382.0,4659.0,406238.0,36346.0,
2005-01-01,5269014.0,1377157.0,661915.0,328866.0,328394.0,57982.0,3443098.0,663034.0,2780064.0,827.0,447932.0,3228388.0,2087677.0,404783.0,374322.0,306991.0,54615.0,2040626.0,38893.0,40141.0,865101.0,282497.0,168472.0,45795.0,143270.0,185977.0,0.0,251768.0,18712.0,
2005-02-01,3499784.0,588519.0,183039.0,204016.0,104693.0,96771.0,2872456.0,436511.0,2435945.0,13853.0,24956.0,2633284.0,1313935.0,889616.0,143220.0,214988.0,71525.0,866500.0,12768.0,3711.0,233595.0,55071.0,75255.0,75698.0,147436.0,31328.0,279.0,188259.0,43100.0,
2005-03-01,9132696.0,2382901.0,316575.0,456720.0,1201681.0,407925.0,6411001.0,845425.0,5565576.0,7812.0,330982.0,6071876.0,4545803.0,801586.0,256271.0,336572.0,131644.0,3060820.0,1217.0,6723.0,1280866.0,76604.0,568248.0,182819.0,370084.0,50432.0,0.0,512091.0,11736.0,
2005-04-01,6394522.0,1914459.0,139713.0,364221.0,1038813.0,371712.0,4364055.0,631938.0,3732117.0,84361.0,31647.0,4799460.0,3504325.0,381487.0,283868.0,274903.0,354877.0,1595062.0,7189.0,347.0,254449.0,114896.0,437667.0,92738.0,134303.0,301114.0,34.0,247378.0,4947.0,
2005-05-01,8609439.0,1909982.0,268462.0,476655.0,580078.0,584787.0,6445227.0,1136185.0,5309042.0,96.0,254134.0,6416816.0,4593818.0,769981.0,746573.0,166423.0,140021.0,2192623.0,248961.0,3839.0,270471.0,153037.0,594237.0,215306.0,32302.0,324989.0,0.0,328121.0,21360.0,
2005-06-01,9910601.0,2093325.0,347226.0,525443.0,979100.0,241556.0,7068807.0,333056.0,6735751.0,14407.0,734062.0,7694414.0,5310208.0,1256841.0,516938.0,510408.0,100019.0,2216187.0,52249.0,17688.0,1020239.0,65828.0,274331.0,132849.0,198140.0,288358.0,428.0,61954.0,104123.0,
2005-07-01,6667245.0,1111468.0,180024.0,220571.0,548523.0,162350.0,5454871.0,923860.0,4531011.0,1382.0,99524.0,4942941.0,3888670.0,213622.0,533449.0,183280.0,123920.0,1724304.0,4014.0,20969.0,235862.0,36017.0,47391.0,217957.0,196499.0,641005.0,983.0,319192.0,4415.0,
2005-08-01,5052169.0,1041312.0,151670.0,333852.0,486437.0,69353.0,4000132.0,849158.0,3150974.0,9787.0,938.0,4113537.0,2828174.0,301123.0,361617.0,575780.0,46843.0,938632.0,6464.0,1588.0,181109.0,161336.0,145578.0,91203.0,151581.0,112323.0,0.0,61874.0,25576.0,
2005-09-01,5097750.0,1279149.0,165006.0,480500.0,450652.0,182991.0,3757635.0,431312.0,3326323.0,39323.0,21643.0,3583587.0,2587975.0,493428.0,194453.0,209079.0,98652.0,1514163.0,10937.0,1412.0,436657.0,115450.0,6605.0,105925.0,268475.0,257122.0,0.0,282677.0,28903.0,
2005-10-01,5254762.0,1257779.0,68111.0,342916.0,630677.0,216075.0,3938692.0,447805.0,3490887.0,5388.0,52903.0,4252733.0,3173792.0,267088.0,161346.0,323115.0,327392.0,1002029.0,44009.0,1823.0,255256.0,80972.0,123841.0,66518.0,67742.0,97666.0,54100.0,208042.0,2060.0,
